ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family,Subfamily,Genus,ISO_codes,Samples_100,Samples_200
lno,Ladino,,40,33,ladi1251,lad,Indo-European,,Romance,lad,FALSE,FALSE
lns,Lamnso',,6.166666667,10.75,lamn1239,lns,Niger-Congo,Benue-Congo,Bantoid,lns,FALSE,FALSE
lnw,Lonwolwol,,-16.21666667,168,lonw1238,crc,Austronesian,Eastern Malayo-Polynesian,Oceanic,crc,FALSE,FALSE
lob,Lobi,,10.5,-3.25,lobi1245,lob,Niger-Congo,Gur,Southern-Central Gur,lob,FALSE,FALSE
lok,Loko,,9.333333333,-12.08333333,loko1255,lok,Mande,,Western Mande,lok,FALSE,FALSE
lon,Loniu,,-2.066666667,147.3333333,loni1238,los,Austronesian,Eastern Malayo-Polynesian,Oceanic,los,FALSE,FALSE
lot,Lotha,,26.5,94.25,loth1237,njh,Sino-Tibetan,Tibeto-Burman,Kuki-Chin,njh,FALSE,FALSE
lou,Lou,,-2.383333333,147.3166667,louu1245,loj,Austronesian,Eastern Malayo-Polynesian,Oceanic,loj,FALSE,FALSE
lov,Loven,,15,106.3333333,lave1248,lbo,Austro-Asiatic,Mon-Khmer,Bahnaric,lbo,FALSE,FALSE
loz,Lozi,,-17.83333333,26,lozi1239,loz,Niger-Congo,Benue-Congo,Bantoid,loz,FALSE,FALSE
lrd,Lardil,,-16.5,139.3333333,lard1243,lbz,Tangkic,,Tangkic,lbz,FALSE,FALSE
lrk,Larike,,-3.75,127.9166667,lari1255,alo,Austronesian,,Central Malayo-Polynesian,alo,FALSE,FALSE
lsa,Lengua de Señas Argentina,,-34,-63,arge1236,aed,other,,Sign Languages,aed,FALSE,FALSE
lsb,Língua de Sinais Brasileira,,-15,-48,braz1236,bzs,other,,Sign Languages,bzs,FALSE,FALSE
lse,Lengua de Señas Española,,40,-3,span1263,ssp,other,,Sign Languages,ssp,FALSE,FALSE
lsf,Langue des Signes Française,,47,3,fren1243,fsl,other,,Sign Languages,fsl,FALSE,FALSE
lsq,Langue des Signes Québecoise,,48,-75,queb1245,fcs,other,,Sign Languages,fcs,FALSE,FALSE
lu,Lü,,22,100.6666667,luuu1242,khb,Tai-Kadai,,Kam-Tai,khb,FALSE,FALSE
lua,Lua,,9.75,17.75,niel1243,nie,Niger-Congo,Adamawa-Ubangi,Bua,nie,FALSE,FALSE
luc,Lucazi,,-14,20,luch1239,lch,Niger-Congo,Benue-Congo,Bantoid,lch,FALSE,FALSE
lud,Lun Dayeh,,4,115.9166667,lund1271,lnd,Austronesian,,North Borneo,lnd,FALSE,FALSE
lug,Lugbara,,3.083333333,30.91666667,lugb1240,lgg,Central Sudanic,,Moru-Ma'di,lgg,FALSE,FALSE
lui,Luiseño,,33.33333333,-117.1666667,luis1253,lui,Uto-Aztecan,,California Uto-Aztecan,lui,FALSE,FALSE
lul,Lule,,-28,-64,lule1238,,,,,,FALSE,FALSE
lum,Lummi,,48.7,-122.6666667,stra1244,str,Salishan,,Central Salish,str,FALSE,FALSE
lun,Lungchang,,27.5,96.41666667,tase1235,nst,Sino-Tibetan,Tibeto-Burman,Northern Naga,nst,FALSE,FALSE
luo,Luo,,-0.5,34.75,luok1236,luo,Eastern Sudanic,,Nilotic,luo,FALSE,FALSE
lur,Luri,,33.5,48.5,nort2645,lrc,Indo-European,,Iranian,lrc,FALSE,FALSE
lus,Lushootseed,,48,-122,lush1252,lut,Salishan,,Central Salish,lut,FALSE,FALSE
luv,Luvale,,-12,22,luva1239,lue,Niger-Congo,Benue-Congo,Bantoid,lue,TRUE,TRUE
lux,Luxemburgeois,,49.83333333,6.166666667,luxe1241,ltz,Indo-European,,Germanic,ltz,FALSE,FALSE
luy,Luyia,,0.416666667,34.5,saam1283,luy,Niger-Congo,Benue-Congo,Bantoid,luy,FALSE,FALSE
lye,Lyele,,12.5,-2.666666667,lyel1241,lee,Niger-Congo,Gur,Southern-Central Gur,lee,FALSE,FALSE
ma,Ma,,3.5,28,made1252,msj,Niger-Congo,Adamawa-Ubangi,Ubangi,msj,FALSE,FALSE
maa,Maasai,,-3,36,masa1300,mas,Eastern Sudanic,,Nilotic,mas,FALSE,FALSE
mab,Maba,,13.75,20.83333333,maba1277,mde,Maban,,Maban,mde,FALSE,TRUE
mac,Macushi,,4,-60,macu1259,mbc,Cariban,,Cariban,mbc,FALSE,FALSE
mad,Ma'di,,3.25,31.5,madi1260,mhi,Central Sudanic,,Moru-Ma'di,mhi,FALSE,FALSE
mae,Mae,,-16,167.25,maee1241,mme,Austronesian,Eastern Malayo-Polynesian,Oceanic,mme,FALSE,FALSE
mag,Magar,,28,83,east2352,mgp,Sino-Tibetan,Tibeto-Burman,Mahakiranti,mgp,FALSE,FALSE
mah,Mari (Hill),,57,58,west2392,mrj,Uralic,Finno-Ugric,Mari,mrj,FALSE,FALSE
mai,Maithili,,26,86,mait1250,mai,Indo-European,,Indic,mai,FALSE,FALSE
maj,Majang,,6.75,35,maja1242,mpe,Eastern Sudanic,,Surmic,mpe,FALSE,FALSE
mak,Makah,,48.33333333,-124.6666667,maka1318,myh,Wakashan,,Southern Wakashan,myh,TRUE,TRUE
mal,Malagasy,,-20,47,plat1254,plt,Austronesian,,Barito,plt,TRUE,TRUE
mam,Mam,,15,-91.83333333,mamm1241,mam,Mayan,,Mayan,mam,FALSE,FALSE
man,Mano,,7,-9,mann1248,mev,Mande,,Eastern Mande,mev,FALSE,FALSE
mao,Maori,,-40,176,maor1246,mri,Austronesian,Eastern Malayo-Polynesian,Oceanic,mri,FALSE,TRUE
map,Mapudungun,,-38,-72,mapu1245,arn,Araucanian,,Araucanian,arn,TRUE,TRUE
mar,Maricopa,,33.16666667,-113.1666667,mari1440,mrc,Hokan,,Yuman,mrc,TRUE,TRUE
mas,Masa,,10.5,15.5,masa1322,mcn,Afro-Asiatic,Chadic,Masa,mcn,FALSE,FALSE
mau,Maung,,-11.91666667,133.5,maun1240,mph,Iwaidjan,,Iwaidjan,mph,TRUE,TRUE
mav,Maring,,-5.5,144.6666667,mari1435,mbw,Trans-New Guinea,,Chimbu,mbw,FALSE,FALSE
maw,Maninka (Western),,13,-11,west2500,mlq,Mande,,Western Mande,mlq,FALSE,FALSE
max,Maxakalí,,-18,-40,maxa1247,mbl,Macro-Ge,,Maxakalí,mbl,FALSE,FALSE
may,Maybrat,,-1.333333333,132.5,maib1239,ayz,West Papuan,,North-Central Bird's Head,ayz,TRUE,TRUE
maz,Mazahua,,19.41666667,-99.91666667,maza1293,,Oto-Manguean,,Otomian,maz mmc,FALSE,FALSE
mba,Mba,,1,25,mbaa1245,mfc,Niger-Congo,Adamawa-Ubangi,Ubangi,mfc,FALSE,FALSE
mbb,Mbabaram,,-17.16666667,145,mbab1239,,Pama-Nyungan,,Northern Pama-Nyungan,,FALSE,FALSE
mbe,Mbere,,-0.5,14,mber1257,mdt,Niger-Congo,Benue-Congo,Bantoid,mdt,FALSE,FALSE
mbg,Mbugu,,-4.333333333,38.16666667,mbug1240,mhd,Afro-Asiatic,Cushitic,Southern Cushitic,mhd,FALSE,FALSE
mbi,Mbili,,6.116666667,10.2,bamb1266,baw,Niger-Congo,Benue-Congo,Bantoid,baw,FALSE,FALSE
mbl,Mbole,,-0.666666667,24.66666667,mbol1247,mdq,Niger-Congo,Benue-Congo,Bantoid,mdq,FALSE,FALSE
mbm,Mbum,,7.75,13.16666667,mbum1254,mdd,Niger-Congo,Adamawa-Ubangi,Mbumic,mdd,FALSE,FALSE
mbo,Monumbo,,-4.25,145,nucl1458,mxk,,,,mxk,FALSE,FALSE
mbr,Mbara,,11,15.41666667,mbar1260,mpk,Afro-Asiatic,Chadic,Biu-Mandara,mpk,FALSE,FALSE
